"homograph"	"wordid"	"sentence"	"start"	"end"
"conjugate"	"conjugate_adj-nou"	"In other words, the conjugate pairs are conjugate with respect to energy."	40	49
"conjugate"	"conjugate_adj-nou"	"The SN1cB (conjugate base) mechanism describes the pathway by which many metal amine complexes undergo substitution, that is ligand exchange."	11	20
"conjugate"	"conjugate_adj-nou"	"Polar aprotic solvents should be avoided for the conjugate addition step."	49	58
"conjugate"	"conjugate_adj-nou"	"Infrared light alone or mAb-IR700 conjugate alone did not cause any damage to normal cells."	34	43
"conjugate"	"conjugate_adj-nou"	"One may also define a conjugation for quaternions and coquaternions: the conjugate of is."	73	82
"conjugate"	"conjugate_adj-nou"	"The conjugate beam is loaded with the real beam's M/EI diagram."	4	13
"conjugate"	"conjugate_adj-nou"	"Almost all conjugate gaze palsies originate from a lesion somewhere in the brain stem, usually the midbrain, or pons."	11	20
"conjugate"	"conjugate_adj-nou"	"The above algorithm gives the most straightforward explanation of the conjugate gradient method."	70	79
"conjugate"	"conjugate_adj-nou"	"In general, the matrix of right eigenvectors need not be the (conjugate) transpose of the matrix of left eigenvectors."	62	71
"conjugate"	"conjugate_adj-nou"	"The Beta distribution is the conjugate prior of the Bernoulli distribution."	29	38
"conjugate"	"conjugate_vrb"	"The two cells then conjugate to form a diploid zygote that may undergo meiosis."	19	28
"conjugate"	"conjugate_adj-nou"	"Conserved current is the flow of the canonical conjugate of a quantity possessing a continuous translational symmetry."	47	56
"conjugate"	"conjugate_adj-nou"	"The two conjugate diameters, and (blue) are given, and the axes and of the ellipse (red) are required."	8	17
"conjugate"	"conjugate_adj-nou"	"Lorvotuzumab mertansine (IMGN901) is an antibody-drug conjugate."	54	63
"conjugate"	"conjugate_vrb"	"This differs from some other Sami languages, e.g. from Northern Sami, which do not conjugate according to tense."	83	92
"conjugate"	"conjugate_adj-nou"	"This solution in radicals involves the imaginary number and hence involves the cube roots of complex conjugate numbers."	101	110
"conjugate"	"conjugate_adj-nou"	"All mineral acids form hydrogen ions and the conjugate base ions when dissolved in water."	45	54
"conjugate"	"conjugate_adj-nou"	"The Kaiso-Tonya is a full graben style transfer zone much like conjugate convergent collateral types."	63	72
"conjugate"	"conjugate_adj-nou"	"At equilibrium, both the acid and the conjugate base are present in solution."	38	47
