"homograph"	"wordid"	"sentence"	"start"	"end"
"isolate"	"isolate_nou"	"Warren County is heavily populated by the Haliwa-Saponi, descendants of a long existing tri-racial isolate deeply rooted in the area."	99	106
"isolate"	"isolate"	"Closing this strategic southern port was an important part of the Union strategy to isolate and subdue the South."	84	91
"isolate"	"isolate_nou"	"Eupenifeldin is a cytotoxic bistropolone isolate of Eupenicillium brefeldianum."	41	48
"isolate"	"isolate"	"On the one hand, Western states are asking it to help isolate the new dictatorship in Fiji."	54	61
"isolate"	"isolate"	"They managed to isolate their feedback from the standards thereby minimizing the threat to their self-esteem."	16	23
"isolate"	"isolate"	"This assault pushed through the defenders' outer lines and threatened to isolate the bulk of the division from the river."	73	80
"isolate"	"isolate"	"His increasing tendencies would eventually start to isolate and alienate him from some of his own writers."	52	59
"isolate"	"isolate"	"Their main objectives were to inflict casualties on US troops and to isolate them in the remote border regions."	69	76
"isolate"	"isolate"	"In this situation it will be necessary to isolate the timber from the masonry with DPC material."	42	49
"isolate"	"isolate_nou"	"Nothing is definitely known about their language, believed to be related to Tunica, a language isolate."	95	102
"isolate"	"isolate"	"It is also used to isolate and maintain Neisseria and Moraxella species."	19	26
"isolate"	"isolate"	"The kill zone should isolate and trap the enemy."	21	28
"isolate"	"isolate"	"Air raids were also undertaken to isolate the battle area from further reinforcement."	34	41
"isolate"	"isolate"	"This is a, ""strategy to isolate American Muslims from the rest of society."""	24	31
"isolate"	"isolate"	"The point was to find and isolate corrupted data before it was permanently written into databases and other disk files."	26	33
"isolate"	"isolate"	"Submarines use extensive rubber mountings to isolate and avoid mechanical noises that could reveal locations to underwater passive sonar arrays."	45	52
"isolate"	"isolate"	"Their illicit relationship serves to isolate them from their friends and from society at large."	37	44
"isolate"	"isolate"	"The Seychelles then underwent two more stages of rifting to isolate it from Madagascar and India."	60	67
"isolate"	"isolate"	"The military regime also attempts to isolate ex-political prisoners from society, for example by denying them economic and educational opportunities."	37	44
"isolate"	"isolate"	"Directional microphones should be used in most cases, in order to isolate a speaker's voice from other potential noise sources."	66	73
"isolate"	"isolate"	"Selenite broth is used to selectively isolate Salmonella species."	38	45
"isolate"	"isolate_nou"	"The parent of Vedda language is of unknown linguistic origin, is considered a linguistic isolate."	89	96
"isolate"	"isolate"	"If this is not feasible, it is possible to use ferrocement walls to isolate the vaults from encroaching flood waters."	68	75
"isolate"	"isolate_nou"	"Antibiotic sensitivities are then assessed on the bacterial isolate to inform clinicians with respect to appropriate antibiotics for treatment."	60	67
"isolate"	"isolate"	"As the Cold War deepened, Dulles sought to isolate the Soviet Union by building regional alliances of nations against it."	43	50
"isolate"	"isolate_nou"	"Psoriasis improvement in patients using glutathione-enhancing, nondenatured whey protein isolate."	89	96
"isolate"	"isolate"	"Both engine and gearbox were mounted each at three points on rubber to isolate the chassis and body from vibration."	71	78
"isolate"	"isolate"	"He further tells them that to isolate them fully, they are forbidden from using any advanced technology."	30	37
"isolate"	"isolate"	"HPLC can be used to isolate products with the proper sequence."	20	27
"isolate"	"isolate"	"The condition of ""no torque"" is necessary to isolate the phenomenon of Thomas precession."	45	52
"isolate"	"isolate"	"Without the ability to isolate alleles, selection cannot effectively act upon them."	23	30
"isolate"	"isolate"	"Rather than damaging the reputation of Amaro, however, the incident did more to isolate Sanchez, who Amaro abandoned."	80	87
"isolate"	"isolate"	"Therefore, many reactions using 2-chloropyridine generate mixtures of products which require further workup to isolate the desired isomer."	111	118
"isolate"	"isolate"	"Births generally occur in the midday; the female will isolate herself from the herd when labour pain begins."	54	61
"isolate"	"isolate"	"They isolate the rose, tend it, foster it."	5	12
"isolate"	"isolate"	"Had they broken through, they would have been able to isolate the battalion's headquarters from the soldiers on the flanks."	54	61
"isolate"	"isolate"	"While significant populations do exist in protected areas, further loss of inhabitable terrain could fragment and isolate these communities."	114	121
"isolate"	"isolate"	"More importantly, a microinverter attached to a single panel allows it to isolate and tune the output of that panel."	74	81
"isolate"	"isolate_nou"	"The ""pop"" directional formatting characters terminate the scope of the most recent ""embedding"", ""override"", or ""isolate""."	112	119
"isolate"	"isolate"	"Therefore, there may be phenomena that exist beyond our peripheries, beyond what consciousness could create to isolate or reduce them."	111	118
"isolate"	"isolate"	"They isolate their servers by licensing software providers which are called MPI (merchant plug-in) providers."	5	12
"isolate"	"isolate_nou"	"The Penicillium isolate was discovered during the culture of the white mold."	16	23
"isolate"	"isolate"	"Buffer states sometimes isolate regions, such as Afghanistan's location between the Middle East and South Asia."	24	31
"isolate"	"isolate"	"XV Corps was to attack either side of the village, to isolate the defenders and avoid a frontal assault."	54	61
"isolate"	"isolate"	"The Council appreciated efforts by Albania to promote peace in the region and isolate extremists."	78	85
"isolate"	"isolate"	"Efforts were made to isolate the active components in dead shark bodies that repelled other sharks."	21	28
"isolate"	"isolate"	"This allows the player to isolate each reed."	26	33
"isolate"	"isolate"	"The moving is intended to isolate them and cut drug circulation in Indonesia."	26	33
"isolate"	"isolate"	"The team could not isolate and fix the error and they needed to ship it as soon as possible."	19	26
"isolate"	"isolate"	"Despite the drawbacks of linkage analysis studies, they are nevertheless useful in preliminary studies to isolate genes linked to disease."	106	113
"isolate"	"isolate_nou"	"Molecular characterization of a closterovirus from carrot and its identification as a German isolate of carrot yellow leaf virus."	93	100
"isolate"	"isolate"	"Consequently, high-level radioactive waste requires sophisticated treatment and management to successfully isolate it from the biosphere."	107	114
"isolate"	"isolate"	"In an effort to isolate the local communist movement, President Marcos went to China in 1975 to normalize diplomatic relations."	16	23
"isolate"	"isolate_nou"	"Isoemericellin is a bio-active isolate of the marine fungus Emericella variecolor."	31	38
"isolate"	"isolate_nou"	"The complete sequence of the genomic RNA of an isolate of Lily virus X (genus Potexvirus)."	47	54
"isolate"	"isolate"	"In some cases, they isolate themselves in their living quarters for prolonged periods, sometimes for years."	20	27
"isolate"	"isolate"	"The system helps marketers to isolate motives likely to be involved in various consumption situations."	30	37
"isolate"	"isolate"	"Under certain conditions it can even isolate the transfer function analytically!"	37	44
"isolate"	"isolate"	"At the same time he began to isolate himself."	29	36
"isolate"	"isolate"	"Still, the court system treated the hospital as simply a convenient way to isolate social outcasts."	75	82
"isolate"	"isolate"	"Methods using silica beads and silica resins have been created that can successfully isolate DNA molecules for subsequent PCR amplification."	85	92
"isolate"	"isolate"	"Also, vapor-deposited, protective ceramic coatings like nitrides could be investigated for their suitability to isolate these new alloys."	112	119
"isolate"	"isolate_nou"	"Soybean protein isolate has a biological value of 74."	16	23
"isolate"	"isolate"	"Typical work is done with genes in order to isolate and then develop certain plant traits."	44	51
"isolate"	"isolate"	"He used these methods to interrogate the memory repertoire of selected individuals to isolate monoclonal antibodies with unique specificities."	86	93
"isolate"	"isolate"	"Gordonia effusa is a bacterium from the genus of Gordonia which has been isolate from human sputum in Japan."	73	80
"isolate"	"isolate"	"This is critical to ASM's requirement to be able to isolate the source of service-impacting conditions."	52	59
"isolate"	"isolate_nou"	"The Isolate grid must be partitioned into areas so that each area contains two dotted squares."	4	11
"isolate"	"isolate"	"It is then filtered, lysed and centrifuged to isolate the final mcl-PHA product."	46	53
"isolate"	"isolate"	"Testing also determines the effectiveness of package cushioning to isolate fragile products from shock."	67	74
"isolate"	"isolate_nou"	"Berkelic acid is a fungal isolate with anticancer activity in vitro."	26	33
"isolate"	"isolate"	"These bacteria doubled in number about every three weeks in laboratory conditions, which made them very difficult to isolate."	117	124
"isolate"	"isolate"	"It attempts to isolate and exploit a mismatch using these skills."	15	22
"isolate"	"isolate"	"Websphere uses AspectJ internally to isolate features of the different editions."	37	44
"isolate"	"isolate"	"However, attempts to isolate gnomium proved fruitless."	21	28
"isolate"	"isolate"	"Stas was able to successfully isolate the alkaloid from the organs of the victim."	30	37
"isolate"	"isolate"	"In the former Soviet Union, psychiatric hospitals were used as prisons to isolate political prisoners from the rest of society."	74	81
"isolate"	"isolate"	"Like various other anaerobes, Actinomyces species are fastidious and thus not easy to culture and isolate."	98	105
"isolate"	"isolate"	"Now was the time for frank dialogue, rather than rhetoric that would isolate a country."	69	76
"isolate"	"isolate_nou"	"It is a Lindera obtusiloba isolate with anti-allergic activity."	27	34
"isolate"	"isolate_nou"	"Plinabulin is a fungal isolate derivative currently being researched for anticancer applications."	23	30
"isolate"	"isolate_nou"	"Pectolinarigenin is a Cirsium isolate with anti-inflammatory activity and belongs to the flavones."	30	37
"isolate"	"isolate"	"The plan was to isolate Budapest from the rest of the German and Hungarian forces."	16	23
"isolate"	"isolate_nou"	"Contemporary linguists generally consider Yana to be a language isolate."	64	71
"isolate"	"isolate"	"The hospital was extremely aggressive in trying to isolate and then eliminate the source of the fungus."	51	58
"isolate"	"isolate_nou"	"Some horses do show the neurological effects without the D752 isolate but the majority are with this strain."	62	69
"isolate"	"isolate"	"It is designed to isolate signals travelling in a particular direction."	18	25
"isolate"	"isolate"	"It is not possible to completely isolate a portion of the maze through gate-shifting."	33	40
"isolate"	"isolate_nou"	"The entire Indo-European family itself is a language isolate: no further connections are known."	53	60
"isolate"	"isolate_nou"	"In particular, the conclusion that the Basques are a genetic isolate has become widely discussed, but also a controversial conclusion."	61	68
