"homograph"	"wordid"	"sentence"	"start"	"end"
"produce"	"produce_vrb"	"He adapted and restructured several classics to produce notable radio plays."	48	55
"produce"	"produce_nou"	"Japan, France and the Republic of Korea also contributed, producing 261 000, 238 000 and 115 000 tonnes produce, respectively."	104	111
"produce"	"produce_vrb"	"China learned from India how to produce sugar and began trading it to Japan."	32	39
"produce"	"produce_vrb"	"On January 20, 2012 Screen Gems Production asked to co-produce the film in place of MTV Films."	55	62
"produce"	"produce_nou"	"The organization sold milk products produced from the buffalo milk and produce from the farm."	71	78
"produce"	"produce_vrb"	"Frequently, bricklayers laid the bricks in such a way as to produce dentils in the courses."	60	67
"produce"	"produce_nou"	"He also taught in a school, established farming in his community, and traded produce to Pakeha settlers in Auckland."	77	84
"produce"	"produce_vrb"	"At the same time he began to produce slower and softer tracks."	29	36
"produce"	"produce_vrb"	"Plants grow from egg-shaped tubers that produce short runners and a basal rosette of leaves."	40	47
"produce"	"produce_vrb"	"Their vision was to produce a woodland garden, composed of many individual gardens."	20	27
"produce"	"produce_vrb"	"While working in this company, she learned how to produce videos."	50	57
"produce"	"produce_vrb"	"The screenplay by Jonathan Stokes was purchased by After Dark Films in 2011 for Joel Silver to executive produce."	105	112
"produce"	"produce_vrb"	"As of 2015, Castille continues to produce monthly flyers and posters for the show."	34	41
"produce"	"produce_vrb"	"First, courts require that the defense produce some evidence to support an allegation of UCI."	39	46
"produce"	"produce_vrb"	"These elements blend in the right proportions to produce a rather affecting song."	49	56
"produce"	"produce_vrb"	"The surrounding areas produce wheat and other cereal crops."	22	29
"produce"	"produce_vrb"	"Male fetuses produce H-Y antigens which may be involved in the sexual differentiation of vertebrates."	13	20
"produce"	"produce_vrb"	"Power: He can produce high voltages of electricity, as well as absorb it."	14	21
"produce"	"produce_vrb"	"P. lutea can produce multiple flower stalks in spring and can reach as high as 50 cm."	13	20
"produce"	"produce_vrb"	"They then produce samizdat literature that breathes hatred against everything human and to the Soviet Union especially."	10	17
"produce"	"produce_vrb"	"Yamano Hajime, using the pen-name Nekojiru-y, took over Nekojiru's world, and continues to produce new works."	91	98
"produce"	"produce_vrb"	"The backers were impressed, and contracts were drawn up to produce 50 units."	59	66
