"homograph"	"wordid"	"sentence"	"start"	"end"
"predicate"	"predicate_nou"	"Unlike many other semantic formalisms, predicate transformer semantics was not designed as an investigation into foundations of computation."	39	48
"predicate"	"predicate_nou"	"In a non-vebal predicative clause the subject precedes the predicate, except in focus constructions where the order is reversed."	59	68
"predicate"	"predicate_nou"	"Relators and linkers: The syntax of predication, predicate inversion, and copulas (Vol. 47)."	49	58
"predicate"	"predicate_nou"	"Instead, the verb is the predicate, and the noun phrases are its arguments."	25	34
"predicate"	"predicate_nou"	"Each predicate is available for an interrogative and declarative statement, and can also have multiple predicates conjoined."	5	14
"predicate"	"predicate_nou"	"The speaker asserts that the idea expressed in the predicate is completed, or to emphasize that it is currently underway."	51	60
"predicate"	"predicate_nou"	"Proofs in the predicate logic and Euclidean geometry problem spaces are prime examples of the domain the applicability of GPS."	14	23
"predicate"	"predicate_nou"	"However, it is common but not necessary for the predicate to head the sentence."	48	57
"predicate"	"predicate_nou"	"Some authors refer to ""predicate logic with identity"" to emphasize this extension."	23	32
"predicate"	"predicate_nou"	"In 1922 Behmann proved that the monadic predicate calculus is decidable."	40	49
"predicate"	"predicate_nou"	"Embedded queries supported include subquery expressions, expr IN (subselect), quantified comparisons, and the EXISTS (subselect) predicate."	129	138
"predicate"	"predicate_nou"	"Robinson argues that, if predicate dualism is correct, then there are ""special sciences"" that are irreducible to physics."	25	34
"predicate"	"predicate_nou"	"When it appears in a formula together with a predicate variable, they are referred to as an existential quantifier."	45	54
"predicate"	"predicate_nou"	"For pieces of code that apply more than one design predicate, integration complexity ratings can be combined."	51	60
"predicate"	"predicate_nou"	"Other ways of disambiguating the arguments of a transitive predicate (subject agreement, word order restriction, context, intonation, etc."	59	68
"predicate"	"predicate_nou"	"In the example above ancestor is an intensional predicate symbol, and parent is extensional."	48	57
"predicate"	"predicate_nou"	"This predicate can be used for appending, but also for picking lists apart."	5	14
"predicate"	"predicate_nou"	"An overload taking a predicate, counts the number of elements matching the predicate."	75	84
"predicate"	"predicate_nou"	"The argument concept is tied to the predicate concept in a way that the complement concept is not."	36	45
"predicate"	"predicate_nou"	"The weight of predicates: A dependency grammar analysis of predicate weight in German."	59	68
"predicate"	"predicate_nou"	"This disjunction cannot be a kind-predicate and therefore the entire statement cannot be a law of physics."	34	43
"predicate"	"predicate_nou"	"For this case, the predicate Covers has more intuitive semantics (see definition), avoiding boundary considerations."	19	28
"predicate"	"predicate_nou"	"The predicate in traditional grammar is inspired by propositional logic of antiquity (as opposed to the more modern predicate logic)."	116	125
"predicate"	"predicate_nou"	"This predicate is defined recursively in Lines 4 and 5."	5	14
"predicate"	"predicate_nou"	"First, let's show that if B is a hard-core predicate for f then Gl is indeed pseudorandom."	43	52
"predicate"	"predicate_nou"	"InterProlog, a programming library bridge between Java and Prolog, implementing bi-directional predicate/method calling between both languages."	95	104
"predicate"	"predicate_nou"	"The branch predicate might be the empty predicate which is always true."	11	20
"predicate"	"predicate_nou"	"Much like other Semitic languages, Neo-Mandaic employs a predicate locative construction to express the notion of possession."	57	66
"predicate"	"predicate_nou"	"Capell puts the structures in term of actor, predicate and goal."	45	54
"predicate"	"predicate_nou"	"There are also cases in which the adverb must immediately precede the predicate."	70	79
"predicate"	"predicate_nou"	"On 23 September 1633 in Ebersdorf, Emperor Ferdinand II gave him the predicate von Vehlingen."	69	78
"predicate"	"predicate_nou"	"Sentences are always predicate final, and all of the signs from the open lexical classes can function as predicates."	21	30
