"homograph"	"wordid"	"sentence"	"start"	"end"
"abuses"	"abuses_nou"	"During the 1992 War of Transnistria the village was the scene of alleged human rights abuses by Moldovans."	86	92
"abuses"	"abuses_nou"	"There are also abuses of media rights and access."	15	21
"abuses"	"abuses_vrb"	"While the Chipmunks like Samantha, her son Miles is a bully who physically abuses the trio."	75	81
"abuses"	"abuses_nou"	"Highly influenced by the Jindyworobak Movement, it also describes the inter-racial relationships and abuses of the period."	101	107
"abuses"	"abuses_nou"	"The US government received no reports of societal abuses or discrimination based on religious belief or practice."	50	56
"abuses"	"abuses_nou"	"The speech penned by Sallust for Memmius describes various abuses, and is used to argue that all monarchs are corrupt."	59	65
"abuses"	"abuses_nou"	"In 1873, Khaznadar again undertook reforms and attacked the widespread financial abuses within the bureaucracy."	81	87
"abuses"	"abuses_nou"	"The 1979 Beach Inquiry found that the Armed Robbery Squad had committed ""abuses."	73	79
"abuses"	"abuses_nou"	"The opportunity to denounce the abuses of the Protectorate authorities was given to me."	32	38
"abuses"	"abuses_nou"	"An Online Complaint Center for consumers to report privacy abuses and request information on ways to protect their privacy."	59	65
"abuses"	"abuses_nou"	"The commission documents abuses by the Forces Armée Rwandaise (FAR), which included both the national police and the military."	25	31
"abuses"	"abuses_nou"	"They travel to Uruk to confront Gilgamesh and stop his abuses."	55	61
"abuses"	"abuses_nou"	"Chinese Human Rights Defenders, Re-education through Labor Abuses Continue Unabated: Overhaul Long Overdue, 4 February 2009."	59	65
"abuses"	"abuses_vrb"	"Images are stored on ImageShack indefinitely unless the image or the user who uploaded it abuses the Terms of Service."	90	96
"abuses"	"abuses_nou"	"Among other abuses, this most obviously involves abuse of article 17 of the Universal Declaration of Human Rights."	12	18
"abuses"	"abuses_nou"	"After 1993, he became concerned about plaintiff attorney abuses of the Unfair Competition Law he had been instrumental in drafting."	57	63
"abuses"	"abuses_nou"	"She previously worked for Amnesty International, where she was in charge of their investigations into Human Rights abuses in Iraq."	115	121
"abuses"	"abuses_vrb"	"He is married and abuses his wife regularly, leading to her losing touch with reality."	18	24
"abuses"	"abuses_nou"	"Many members of the Federal Police and the Army joined TCOs, and participated in abuses against the citizenry."	81	87
"abuses"	"abuses_vrb"	"He cruelly abuses her, as Cathy's marriage to Edgar continues to torment him."	11	17
"abuses"	"abuses_vrb"	"Mujahid has Zoofi forcibly marry Shakeel, who taunts and abuses her."	57	63
"abuses"	"abuses_nou"	"In 1274, Kublai appointed Lian Xixian to investigate abuses of power by Mongol appanage holders in Manchuria."	53	59
