"homograph"	"wordid"	"sentence"	"start"	"end"
"use"	"use_nou"	"The use of the term is likely to have encouraged cohabiting couples to believe falsely that they enjoyed legal rights."	4	7
"use"	"use_nou"	"It has an additional use in gastric variceal obliteration as a dilutant that does not affect polymerization of cyanoacrylate."	21	24
"use"	"use_nou"	"It joined the Brisbane tuff culvert and is still in use."	52	55
"use"	"use_nou"	"Because of segregation, his skills were never put to use."	53	56
"use"	"use_nou"	"The Western use of yuri has broadened in the 2000s, picking up connotations from the Japanese use."	12	15
"use"	"use_vrb"	"The Government still declares its intention to continue to use it as the basis for funding the three devolved governments."	59	62
"use"	"use_nou"	"This may affect its proper use in text, and who has permission to use the template."	27	30
"use"	"use_nou"	"His team pioneered the use of GRACE for remote sensing of groundwater storage changes."	23	26
"use"	"use_nou"	"The following are a few examples selected to illustrate the variety in use today."	71	74
"use"	"use_nou"	"Some equipment adapted for use in paediatric radiology includes:Artificial Windows / light panelsPositioning equipment such as sponges, weights."	27	30
"use"	"use_nou"	"The Hadley Fund Endowment Charter and Terms of Use."	47	50
"use"	"use_vrb"	"To use the other seat, a VT switch must be initiated."	3	6
"use"	"use_vrb"	"The Japanese even use their cell phones to do grocery shopping."	18	21
"use"	"use_vrb"	"These propagating waves of cilia are what allow the organism to use the cilia in a coordinated manner to move."	64	67
"use"	"use_vrb"	"Applications could also use simplified higher-level objects rather than directly call methods on the engines."	24	27
"use"	"use_nou"	"Its main use is for fresh eating."	9	12
"use"	"use_vrb"	"The CNT was the first to use this technology for its stations and affiliates starting in 1999."	25	28
"use"	"use_nou"	"Erlang has found some use in fielding MMORPG servers."	22	25
"use"	"use_nou"	"He specifically praised the puzzles for making use of real-world objects and the story for feeling emotional."	47	50
"use"	"use_vrb"	"He turned to Zev to use his connections on Capitol Hill, and it was done."	20	23
"use"	"use_nou"	"The effect of preventive use is not clear."	25	28
"use"	"use_vrb"	"The Mashantucket Pequot decided to use gambling as a revenue generator to support other economic development and welfare programs."	35	38
"use"	"use_nou"	"Gamification, the use of game mechanics to make tasks more fun, is used to encourage community engagement on SCN."	18	21
"use"	"use_nou"	"It was a hairstyle that remained in constant use even when fashion changed."	45	48
"use"	"use_nou"	"The stable costs were paid to the use of the defendant by way of necessity, and therefore constituted unjust enrichment."	34	37
"use"	"use_vrb"	"Boletini intended to use Montenegro as a base for incursions into Ottoman Albania."	21	24
"use"	"use_nou"	"The company started to produced optical glass during the early 1940s for military use."	82	85
"use"	"use_nou"	"Maspero published other testimonies on Algeria, including investigations of the use of torture by the French Army, also censored."	80	83
"use"	"use_vrb"	"Rasterization systems generally use a transformation stack to move the stream of input vertices into place."	32	35
"use"	"use_vrb"	"Especially people who often use them for various purposes."	28	31
"use"	"use_vrb"	"The government planned to use some of the residential blocks as social housing."	26	29
"use"	"use_nou"	"The other mineral found in large quantities, conveniently with a commercial use, is shale."	76	79
"use"	"use_nou"	"Before the liturgical reform, black was the ordinary color for funeral Masses; in the revised use, several options are available."	94	97
"use"	"use_vrb"	"Academic critics have pointed out that pseudoarchaeologists typically neglect to use the scientific method."	81	84
"use"	"use_vrb"	"Glider pilots use GNSS Flight Recorders to log GNSS data verifying their arrival at turn points in gliding competitions."	14	17
"use"	"use_nou"	"Dougherty shares a performance arts center and aquatics center with the city of San Ramon under a joint-use agreement."	104	107
"use"	"use_nou"	"Part of the Chatham Docks site is being regenerated as ""Chatham Waters"", a mixed-use development scheme promoted by Peel."	81	84
