"homograph"	"wordid"	"sentence"	"start"	"end"
"confines"	"confines_nou"	"In 1707 construction was begun on a wall to enclose the monastery grounds, uniting the various buildings within its confines."	116	124
"confines"	"confines_nou"	"Within its confines is the Holy Cross Cemetery, Brooklyn, which is located at 3620 Tilden Avenue."	11	19
"confines"	"confines_nou"	"However, the code is stored in one place in the confines of the human mind."	48	56
"confines"	"confines_nou"	"The Tiples have sung not only inside the confines of Santo Domingo Church, but also in many varied locations."	41	49
"confines"	"confines_vrb"	"Ordinarily, the MIT Crime Club confines its efforts to checking police logs, collecting incident data, and constructing crime maps."	31	39
"confines"	"confines_vrb"	"If this is what he sees, the kohen exits the house and confines it for seven days."	55	63
"confines"	"confines_nou"	"The pact formed the first extension of Papal territory beyond the confines of the Duchy of Rome."	66	74
"confines"	"confines_nou"	"However, their energy is easily expended within the confines of an apartment."	52	60
"confines"	"confines_vrb"	"Christie confines the events of 1945 to 1965 to just twenty-three pages."	9	17
"confines"	"confines_nou"	"An inlay is a restoration which lies within the confines of the cusps."	48	56
"confines"	"confines_vrb"	"She refuses and confines Blue Team in a Forerunner prison, to prevent them from interfering with her plan."	16	24
"confines"	"confines_nou"	"Benedictine monks, for instance, have often staffed parishes and been allowed to leave monastery confines."	97	105
"confines"	"confines_vrb"	"It is essentially a sad love song where a woman obsessively stalks and confines her lover."	71	79
"confines"	"confines_nou"	"These offer a unique semi-secluded lakeside camping experience within the confines of the supervised camp."	74	82
"confines"	"confines_nou"	"Mr Tommasini sought to judge her narrowly, within the facile intellectual confines of mere technical pedantry."	74	82
"confines"	"confines_nou"	"In the late 1970s and early 1980s, programmers worked within the confines of relatively expensive and limited resources."	65	73
"confines"	"confines_vrb"	"Libertarianism, in contrast, is a political philosophy which confines its attention to matters of public policy."	61	69
"confines"	"confines_nou"	"Car clubs also attend the event, displaying their cars within the confines of the circuit and performing parade laps."	66	74
"confines"	"confines_vrb"	"As a result, Picard confines her to her quarters."	20	28
