"homograph"	"wordid"	"sentence"	"start"	"end"
"subject"	"subject_adj-nou"	"Several Samoobrona members of parliament were subject to criminal investigations on charges ranging from forgery to banditry."	46	53
"subject"	"subject_adj-nou"	"The entrance examinations include subject tests as well as the National Humanities Examination."	34	41
"subject"	"subject_adj-nou"	"This event was the subject of numerous etchings and paintings by Giacomo Franco, Andrea Vicentino, Sebastian Vrancx and anonymous artists."	19	26
"subject"	"subject_adj-nou"	"Photocopying material that is subject to copyright (such as books or scientific papers) is subject to restrictions in most countries."	30	37
"subject"	"subject_adj-nou"	"Narrative versions of folktales and fairy tales are common, and kobolds are the subject of several such tales."	80	87
"subject"	"subject_adj-nou"	"As a concept, Romanipen has been the subject of interest to numerous academic observers."	37	44
"subject"	"subject_adj-nou"	"He won several laurels for his work on the subject."	43	50
"subject"	"subject_adj-nou"	"The conditions for using simple bending theory are:The beam is subject to pure bending."	63	70
"subject"	"subject_adj-nou"	"Following his death in 1990 his work was the subject of an anthological exhibition (La Caixa, Madrid, 1990)."	45	52
"subject"	"subject_adj-nou"	"Therefore, they are subject to more deceleration when they begin their reentry of the upper atmosphere."	20	27
"subject"	"subject_adj-nou"	"The subject of the film is British singer/songwriter Billy Franks (former frontman for the London 80's band 'The Faith Brothers')."	4	11
"subject"	"subject_adj-nou"	"On this subject, Holonyak says, ""It's ridiculous to think that somebody owes you something."	8	15
"subject"	"subject_adj-nou"	"The figure of the wasp in the escutcheon of the exilarch was made the subject of another legend."	70	77
"subject"	"subject_adj-nou"	"The concept of Scandinavian design has been the subject of many scholarly debates, exhibitions and marketing agendas since the 1950s."	48	55
"subject"	"subject_adj-nou"	"In his last decade, Gainsborough started to broaden his range of subject matter with mythological or 'fancy' pictures."	65	72
"subject"	"subject_adj-nou"	"T.E.D.S. was the subject of a short film, The Teddy Boys, by Bruce Weber."	17	24
"subject"	"subject_adj-nou"	"Foreign nationals who live in France are subject to the same requirements as the French."	41	48
"subject"	"subject_adj-nou"	"In 1989 Narain and Anil Agarwal wrote 'Towards Green Villages' on the subject of local democracy and sustainable development."	70	77
"subject"	"subject_adj-nou"	"His reason was concern that women would be subject to any future military conscription."	43	50
"subject"	"subject_adj-nou"	"Episodes approach the subject with humor and are shown in 15-, 20-, 30- and 60-second animated spots."	22	29
"subject"	"subject_adj-nou"	"In February 1917, the British Army issued Manual SS 143 on the subject."	63	70
"subject"	"subject_adj-nou"	"The details of this can vary from subject to subject."	45	52
"subject"	"subject_adj-nou"	"Consonant clusters only occur over syllable boundaries and their pronunciation is subject to regressive assimilations that convert them into geminates."	82	89
"subject"	"subject_adj-nou"	"Some suggest that he, medieval France's greatest treater of married love, did not approve of the adulterous subject."	108	115
"subject"	"subject_adj-nou"	"NCSS was the subject of a well-publicized computer hacking scandal."	13	20
"subject"	"subject_adj-nou"	"The course of these two rivers has been subject to change and reversal."	40	47
"subject"	"subject_adj-nou"	"The country was thus modernised but Tutsi supremacy remained, leaving the Hutu disenfranchised and subject to large scale forced labour."	99	106
"subject"	"subject_adj-nou"	"Significantly increased intermediary responsibility, among other things, is currently the subject of negotiations in the proposed Anti-Counterfeiting Trade Agreement (ACTA)."	90	97
